rank,rank_change,title,revenue,revenue_change,profits,expenses,profit_change,assets,market_value,employees,ceo_title,sector,industry,years_on_fortune_500,city,state
898,82,GoDaddy,"2,232",20.80%,136.40,2095.6,-,"$5,738","$10,315","5,990",Chief Executive Officer,Technology,Internet Services and Retailing,-,Scottsdale,AZ
899,67,Blackhawk Network Holdings,"2,232",17.50%,-155.80,2387.8,-3444.10%,"$4,140","$2,529","3,190","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Pleasanton,CA
900,-900,Cboe Global Markets,"2,229",217.00%,401.70,1827.3,115.00%,"$5,266","$12,860",889,Chairman &  Chief Executive Officer,Financials,Securities,-,Chicago,IL
901,-39,Snyders-Lance,"2,227",-3.80%,148.50,2078.5,897.60%,"$3,618",-,"5,900",President-Campbell Snacks,"Food, Beverages &  Tobacco",Food Consumer Products,-,Charlotte,NC
902,70,Murphy Oil,"2,226",18.80%,-311.80,2537.8,-,"$9,861","$4,471","1,128","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,El Dorado,AR
903,2,CDK Global,"2,220",5.00%,295.60,1924.4,23.50%,"$2,883","$8,523","8,900","President, Chief Executive Officer &  Director",Technology,Computer Software,-,Hoffman Estates,IL
904,38,Texas Roadhouse,"2,220",11.50%,131.50,2088.5,13.80%,"$1,331","$4,123","29,524",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure",Food Services,-,Louisville,KY
905,-905,Kirby,"2,214",25.10%,313.20,1900.8,121.50%,"$5,127","$4,592","5,775","President, Chief Executive Officer &  Director",Transportation,Shipping,-,Houston,TX
906,-906,Square,"2,214",29.60%,-62.80,2276.8,-,"$2,187","$19,501","2,338","Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,SF,CA
907,30,Genesee & Wyoming,"2,208",10.30%,549.10,1658.9,289.00%,"$8,035","$4,435","8,000","Chairman, President &  Chief Executive Officer",Transportation,Railroads,-,Darien,CT
908,-908,Zayo Group Holdings,"2,200",27.80%,85.70,2114.3,-,"$8,739","$8,474","3,794",Chairman &  Chief Executive Officer,Telecommunications,Telecommunications,-,Boulder,CO
909,12,NewMarket,"2,198",7.30%,190.50,2007.5,-21.70%,"$1,712","$4,731","2,223","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Richmond,VA
910,19,99 Cents Only Stores,"2,194",6.40%,-90.30,2284.3,-,"$1,537",$0,"17,200",Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Commerce,CA
911,-34,PCM,"2,193",-2.50%,3.10,2189.9,-82.40%,$740,$98,"4,118",Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Electronics and Office Equipment,-,El Segundo,CA
912,6,Federated Mutual Insurance,"2,181",5.80%,217.60,1963.4,-4.90%,"$7,630",-,"2,388",Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Mutual),-,Owatonna,MN
913,-23,HNI,"2,176",-1.30%,89.80,2086.2,4.90%,"$1,392","$1,568","9,350","Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Muscatine,IA
914,8,Hospitality Properties Trust,"2,172",6.10%,215.10,1956.9,-3.60%,"$7,150","$4,165",450,"President, Chief Executive Officer &  Director",Financials,Real estate,-,Newton,MA
915,-138,Greenbrier Cos.,"2,169",-19.00%,116.10,2052.9,-36.60%,"$2,398","$1,442","11,917","Chairman, President &  Chief Executive Officer",Transportation,Transportation Equipment,-,Lake Oswego,OR
916,1,Bio-Rad Laboratories,"2,160",4.40%,122.20,2037.8,370.20%,"$4,273","$7,443","8,150","Chairman, President &  Chief Executive Officer",Health Care,"Scientific,Photographic and  Control Equipment",-,Hercules,CA
917,6,AvalonBay Communities,"2,159",5.50%,876.90,1282.1,-15.20%,"$18,415","$22,711","3,123","Chairman, President &  Chief Executive Officer",Financials,Real estate,-,Arlington,VA
918,6,Renewable Energy Group,"2,158",5.70%,-79.10,2237.1,-278.40%,"$10,056",$497,853,"President, Chief Executive Officer &  Director",Energy,Energy,-,Ames,IA
919,66,Atlas Air Worldwide Holdings,"2,157",17.20%,223.50,1933.5,438.30%,"$4,956","$1,538","2,870","President, Chief Executive Officer &  Director",Transportation,Transportation and Logistics,-,Harrison,NY
920,-61,Teradata,"2,156",-7.10%,-67.00,2223,-153.60%,"$2,556","$4,797","10,615","President, Chief Executive Officer &  Director",Technology,Information Technology Services,-,Dayton,OH
921,-921,LCI Industries,"2,148",27.90%,132.90,2015.1,2.50%,$946,"$2,603","9,852",Chairman &  Chief Executive Officer,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Elkhart,IN
922,51,Teleflex,"2,146",14.90%,152.50,1993.5,-35.70%,"$6,182","$11,806","14,400","President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Wayne,PA
923,-14,Verisk Analytics,"2,145",1.80%,555.10,1589.9,-6.10%,"$6,020","$17,162","7,192","Chairman, President &  Chief Executive Officer",Business Services,Financial Data Services,-,Jersey City,NJ
924,31,Popular,"2,145",11.00%,107.70,2037.3,-50.30%,"$44,277","$4,253","7,784","President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Hato Rey,Puerto Rico
925,-925,Workday,"2,143",36.60%,-321.20,2464.2,-,"$4,947","$26,947","8,200",Chief Executive Officer &  Director,Technology,Computer Software,-,Pleasanton,CA
926,22,Cooper Cos.,"2,139",8.80%,372.90,1766.1,36.10%,"$4,859","$11,217","11,800","President, Chief Executive Officer &  Director",Health Care,Medical Products and Equipment,-,Pleasanton,CA
927,-34,Express,"2,138",-2.50%,19.40,2118.6,-66.30%,"$1,188",$564,"9,576","President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Columbus,OH
928,-928,Teradyne,"2,137",21.90%,257.70,1879.3,-,"$3,110","$8,901","4,500","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,North Reading,MA
929,5,Werner Enterprises,"2,117",5.40%,202.90,1914.1,156.40%,"$1,808","$2,645","12,154","President, Chief Executive Officer &  Director",Transportation,"Trucking, Truck Leasing",-,Omaha,NE
930,-930,Oaktree Capital Group,"2,100",38.30%,231.50,1868.5,18.90%,"$9,015","$6,188",930,Chairman &  Chief Executive Officer,Financials,Securities,-,Los Angeles,CA
931,0,Woodward,"2,099",3.70%,200.50,1898.5,10.90%,"$2,757","$4,391","6,829","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Fort Collins,CO
932,8,F5 Networks,"2,090",4.80%,420.80,1669.2,15.00%,"$2,481","$8,943","4,366","President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Seattle,WA
933,-933,Valvoline,"2,084",8.00%,304.00,1780,11.40%,"$1,915","$4,428","5,600",Chairman &  Chief Executive Officer,Chemicals,Chemicals,-,Lexington,KY
934,13,Roadrunner Transportation Systems,"2,082",2.40%,-106.70,2188.7,-,$863,$98,"4,645",Chief Executive Officer &  Director,Transportation,"Trucking, Truck Leasing",-,Downers Grove,IL
935,-935,SemGroup,"2,082",56.30%,-17.20,2099.2,-918.60%,"$5,377","$1,692","1,220","President, Chief Executive Officer &  Director",Energy,Pipelines,-,Tulsa,OK
936,43,Catalent,"2,075",12.30%,109.80,1965.2,-1.50%,"$3,454","$5,474","10,800","Chairman, President &  Chief Executive Officer",Health Care,Pharmaceuticals,-,Franklin Township,NJ
937,-937,Quorum Health,"2,072",-,-114.20,2186.2,-,"$1,829",$247,"11,250","President, Chief Executive Officer &  Director",Health Care,Health Care: Medical Facilities,-,Brentwood,TN
938,-34,Universal,"2,071",-2.30%,106.30,1964.7,-2.50%,"$2,123","$1,215","24,000","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco",Tobacco,-,Richmond,VA
939,57,Nordson,"2,067",14.30%,295.80,1771.2,8.80%,"$3,415","$7,904","7,532","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Westlake,OH
940,46,ResMed,"2,067",12.40%,342.30,1724.7,-2.90%,"$3,469","$14,074","6,080",Chief Executive Officer &  Director,Health Care,Medical Products and Equipment,-,San Diego,CA
941,-14,Tower International,"2,066",1.60%,47.60,2018.4,23.40%,"$1,260",$570,"7,600",Chief Executive Officer &  Director,Motor Vehicles &  Parts,Motor Vehicles and Parts,-,Livonia,MI
942,-39,Freds,"2,064",-2.90%,-140.30,2204.3,-,$655,$114,"7,324",Interim Chief Executive Officer &  Director,Food &  Drug Stores,Food and Drug Stores,-,Memphis,TN
943,-943,Foundation Building Materials,"2,061",48.00%,82.50,1978.5,-,"$1,354",$639,"3,782","President, Chief Executive Officer &  Director",Wholesalers,Wholesalers: Diversified,-,Tustin,CA
944,-32,Kennametal,"2,058",-1.90%,49.10,2008.9,-,"$2,416","$3,276","10,744","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Pittsburgh,PA
945,-17,Autodesk,"2,057",1.30%,-566.90,2623.9,-,"$4,114","$27,418","8,800","President, Chief Executive Officer &  Director",Technology,Computer Software,-,San Rafael,CA
946,15,Ply Gem Holdings,"2,056",7.60%,68.30,1987.7,-9.50%,"$1,320","$1,481","9,471","Chairman, President &  Chief Executive Officer",Materials,"Building Materials, Glass",-,Cary,NC
947,42,Central Garden & Pet,"2,055",12.30%,78.80,1976.2,77.10%,"$1,307","$2,099","4,050","President, Chief Executive Officer &  Director",Household Products,Household and Personal Products,-,Walnut Creek,CA
948,6,Matson,"2,047",5.40%,232.00,1815,188.20%,"$2,248","$1,222","1,947",Chairman &  Chief Executive Officer,Transportation,Shipping,-,Honolulu,HI
949,-230,EchoStar,"2,039",-33.30%,392.60,1646.4,118.20%,"$8,750","$5,061","2,100","President, Chief Executive Officer &  Director",Technology,Network and Other Communications Equipment,-,Englewood,CO
950,-950,Genesis Energy,"2,028",18.40%,82.60,1945.4,-27.00%,"$7,138","$2,416","2,100",Chairman &  Chief Executive Officer,Energy,Pipelines,-,Houston,TX
951,-951,SVB Financial Group,"2,022",22.60%,490.50,1531.5,28.20%,"$51,215","$12,694","2,438","President, Chief Executive Officer &  Director",Financials,Commercial Banks,-,Santa Clara,CA
952,-19,Itron,"2,018",0.20%,57.30,1960.7,80.40%,"$2,106","$2,799","7,150","President, Chief Executive Officer &  Director",Industrials,"Electronics, Electrical Equip.",-,Liberty Lake,WA
953,7,Portland General Electric,"2,009",4.50%,187.00,1822,-3.10%,"$7,838","$3,614","2,906","President, Chief Executive Officer &  Director",Energy,Utilities: Gas and Electric,-,Portland,OR
954,-954,California Resources,"2,006",29.70%,-266.00,2272,-195.30%,"$6,207",$778,"1,450","President, Chief Executive Officer &  Director",Energy,"Mining, Crude-Oil Production",-,Los Angeles,CA
955,-23,Esterline Technologies,"2,005",-0.50%,111.60,1893.4,13.90%,"$3,120","$2,174","13,255","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Bellevue,WA
956,31,Delta Tucker Holdings,"2,004",9.20%,30.60,1973.4,-,$736,-,"8,800",Chairman &  Chief Executive Officer,Aerospace &  Defense,Aerospace and Defense,-,McLean,VA
957,7,AMN Healthcare Services,"1,989",4.50%,132.60,1856.4,25.20%,"$1,254","$2,714","2,980","President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,-,San Diego,CA
958,-7,Griffon,"1,986",1.50%,14.90,1971.1,-50.30%,"$1,874",$866,"4,700",Chairman &  Chief Executive Officer,Materials,"Building Materials, Glass",-,New York,NY
959,-959,Valhi,"1,980",23.30%,207.50,1772.5,-,"$2,908","$2,055","2,790","Vice Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Dallas,TX
960,-24,Hexcel,"1,973",-1.50%,284.00,1689,13.70%,"$2,781","$5,791","6,259","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Stamford,CT
961,-961,IDEXX Laboratories,"1,969",10.90%,263.10,1705.9,18.50%,"$1,713","$16,663","7,600","Chairman, President &  Chief Executive Officer",Health Care,Medical Products and Equipment,-,Westbrook,ME
962,16,Deluxe,"1,966",6.30%,230.20,1735.8,0.30%,"$2,209","$3,539","5,886",Chairman &  Chief Executive Officer,Media,"Publishing, Printing",-,Shoreview,MN
963,,M/I Homes,"1,962.00",16.00%,72.10,1889.9,27.30%,"$1,864.80",$888,1238,"Chairman, President &  Chief Executive Officer",Engineering &  Construction,Homebuilders,-,Columbus,OH
964,-964,Kraton,"1,960",12.40%,97.50,1862.5,-9.10%,"$2,933","$1,512","1,931","President, Chief Executive Officer &  Director",Chemicals,Chemicals,-,Houston,TX
965,-30,Stewart Information Services,"1,956",-2.50%,48.70,1907.3,-12.30%,"$1,406","$1,042","5,960",Chairman &  Chief Executive Officer,Financials,Insurance: Property and Casualty (Stock),-,Houston,TX
966,28,Marriott Vacations Worldwide,"1,952",7.80%,226.80,1725.2,65.10%,"$2,906","$3,535","11,000","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Orlando,FL
967,-28,SPX FLOW,"1,952",-2.20%,46.40,1905.6,-,"$2,689","$2,091","7,000","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Charlotte,NC
968,-968,ACCO Brands,"1,949",25.20%,131.70,1817.3,37.90%,"$2,799","$1,353","6,620","Chairman, President &  Chief Executive Officer",Household Products,"Home Equipment, Furnishings",-,Lake Zurich,IL
969,-969,Echo Global Logistics,"1,943",13.20%,12.60,1930.4,694.10%,$838,$774,"2,453",Chairman &  Chief Executive Officer,Transportation,Transportation and Logistics,-,Chicago,IL
970,22,Cadence Design Systems,"1,943",7.00%,204.10,1738.9,0.50%,"$2,419","$10,415","7,214",Chairman &  Chief Executive Officer,Technology,Computer Software,-,San Jose,CA
971,-18,Nuance Communications,"1,939",-0.50%,-151.00,2090,-,"$5,932","$4,626","11,600",Chairman &  Chief Executive Officer,Technology,Computer Software,-,Burlington,MA
972,-4,Finish Line,"1,934",2.40%,-18.20,1952.2,-183.20%,$747,$559,"8,200",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Apparel,-,Indianapolis,IN
973,-973,TransUnion,"1,934",13.40%,441.20,1492.8,265.80%,"$5,119","$10,441","5,100","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Chicago,IL
974,-974,ServiceNow,"1,933",39.00%,-149.10,2082.1,-,"$3,398","$28,904","6,222","President, Chief Executive Officer &  Director",Technology,Computer Software,-,Santa Clara,CA
975,-975,Summit Materials,"1,933",18.80%,121.80,1811.2,231.20%,"$3,787","$3,342","6,000","President, Chief Executive Officer &  Director",Materials,"Building Materials, Glass",-,Denver,CO
976,-61,Engility Holdings,"1,932",-7.00%,-35.20,1967.2,-,"$2,026",$899,"8,700","Chairman, President &  Chief Executive Officer",Aerospace &  Defense,Aerospace and Defense,-,Chantilly,VA
977,-51,Ferrellgas Partners,"1,930",-5.30%,-54.20,1984.2,-,"$1,610",$303,"3,891",Chairman &  Interim Chief Executive Officer,Energy,Energy,-,Overland Park,KS
978,-978,Interactive Brokers Group,"1,927",30.60%,76.00,1851,-9.50%,"$61,162","$4,806","1,228",Chairman &  Chief Executive Officer,Financials,Securities,-,Greenwich,CT
979,-979,Stepan,"1,925",9.00%,91.60,1833.4,6.30%,"$1,471","$1,875","2,096","Chairman, President &  Chief Executive Officer",Chemicals,Chemicals,-,Northfield,IL
980,-109,Oceaneering International,"1,922",-15.40%,166.40,1755.6,576.80%,"$3,024","$1,827","8,200","President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX
981,-981,Cimarex Energy,"1,918",52.60%,494.30,1423.7,-,"$5,043","$8,924",910,"Chairman, President &  Chief Executive Officer",Energy,"Mining, Crude-Oil Production",-,Denver,CO
982,-24,Rexnord,"1,918",-0.30%,74.10,1843.9,9.10%,"$3,539","$3,086","8,000","President, Chief Executive Officer &  Director",Industrials,Industrial Machinery,-,Milwaukee,WI
983,7,Beazer Homes USA,"1,916",5.20%,31.80,1884.2,577.90%,"$2,221",$536,"1,100","President, Chief Executive Officer &  Director",Engineering &  Construction,Homebuilders,-,Atlanta,GA
984,-984,MKS Instruments,"1,916",47.90%,339.10,1576.9,223.60%,"$2,414","$6,307","4,923","President, Chief Executive Officer &  Director",Technology,Semiconductors and Other Electronic Components,-,Andover,MA
985,-985,Vail Resorts,"1,907",19.10%,210.60,1696.4,40.60%,"$4,111","$8,962","20,150",Chairman &  Chief Executive Officer,"Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts",-,Broomfield,CO
986,-986,Ohio National Mutual,"1,907",8.20%,25.90,1881.1,-91.10%,"$41,843",-,"1,300","Chairman, President &  Chief Executive Officer",Financials,"Insurance: Life, Health (stock)",-,Cincinnati,OH
987,-987,TopBuild,"1,906",9.40%,158.10,1747.9,117.80%,"$1,750","$2,725","8,400",Chairman &  Chief Executive Officer,Engineering &  Construction,"Engineering, Construction",-,Daytona Beach,FL
988,-988,Brown & Brown,"1,881",6.50%,399.60,1481.4,55.20%,"$5,748","$7,025","8,491","President, Chief Executive Officer &  Director",Financials,Insurance: Property and Casualty (Stock),-,Daytona Beach,FL
989,-989,Aerojet Rocketdyne Holdings,"1,877",6.60%,-9.20,1886.2,-151.10%,"$2,259","$2,113","5,157","President, Chief Executive Officer &  Director",Aerospace &  Defense,Aerospace and Defense,-,El Segundo,CA
990,-990,Barnes & Noble Education,"1,874",-,5.40,1868.6,-,"$1,300",$323,"13,375",Chairman &  Chief Executive Officer,Retailing,Specialty Retailers: Other,-,Bernards,NJ
991,-991,Superior Energy Services,"1,874",29.20%,-205.90,2079.9,-,"$3,110","$1,300","6,400","President, Chief Executive Officer &  Director",Energy,"Oil and Gas Equipment, Services",-,Houston,TX
992,-51,VeriFone Systems,"1,871",-6.10%,-173.80,2044.8,-,"$2,322","$1,698","5,600",Chairman &  Chief Executive Officer,Technology,Financial Data Services,-,San Jose,CA
993,-993,Childrens Place,"1,870",4.80%,84.70,1785.3,-17.20%,$940,"$2,330","9,800","President, Chief Executive Officer &  Director",Retailing,Specialty Retailers: Apparel,-,Secaucus,NJ
994,-98,Tribune Media,"1,867",-14.10%,194.10,1672.9,1262.60%,"$8,169","$3,544","6,000",Interim Chief Executive Officer &  Director,Media,Entertainment,-,Chicago,IL
995,-995,Healthcare Services Group,"1,866",19.40%,88.20,1777.8,14.00%,$676,"$3,204","55,000","President, Chief Executive Officer &  Director",Health Care,Health Care: Pharmacy and Other Services,-,Bensalem,PA
996,-996,SiteOne Landscape Supply,"1,862",13.00%,54.60,1807.4,78.40%,$911,"$3,084","3,664",Chairman &  Chief Executive Officer,Wholesalers,Wholesalers: Diversified,-,Roswell,GA
997,-997,Charles River Laboratories Intl,"1,858",10.50%,123.40,1734.6,-20.30%,"$2,930","$5,118","11,800",Chairman &  Chief Executive Officer,Health Care,Health Care: Pharmacy and Other Services,-,Wilmington,MA
998,-46,CoreLogic,"1,851",-5.20%,152.20,1698.8,42.80%,"$4,077","$3,694","5,900","President, Chief Executive Officer &  Director",Business Services,Financial Data Services,-,Irvine,CA
